lemma,wortart,kompositum,genus,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Lorgnette,Substantiv,,f,Lorgnette,,,,,,,,,Lorgnetten,,,,,,,,,Lorgnette,,,,,,,,,Lorgnetten,,,,,,,,,Lorgnette,,,,,,,,,Lorgnetten,,,,,,,,,Lorgnette,,,,,,,,,Lorgnetten,,,,,,,,
Rhombenkuboktaeder,Substantiv,,n,Rhombenkuboktaeder,,,,,,,,,Rhombenkuboktaeder,,,,,,,,,Rhombenkuboktaeders,,,,,,,,,Rhombenkuboktaeder,,,,,,,,,Rhombenkuboktaeder,,,,,,,,,Rhombenkuboktaedern,,,,,,,,,Rhombenkuboktaeder,,,,,,,,,Rhombenkuboktaeder,,,,,,,,
Schwimmweste,Substantiv,1,f,Schwimmweste,,,,,,,,,Schwimmwesten,,,,,,,,,Schwimmweste,,,,,,,,,Schwimmwesten,,,,,,,,,Schwimmweste,,,,,,,,,Schwimmwesten,,,,,,,,,Schwimmweste,,,,,,,,,Schwimmwesten,,,,,,,,
Pflaumenkuchen,Substantiv,,m,Pflaumenkuchen,,,,,,,,,Pflaumenkuchen,,,,,,,,,Pflaumenkuchens,,,,,,,,,Pflaumenkuchen,,,,,,,,,Pflaumenkuchen,,,,,,,,,Pflaumenkuchen,,,,,,,,,Pflaumenkuchen,,,,,,,,,Pflaumenkuchen,,,,,,,,
Projektil,Substantiv,,n,Projektil,,,,,,,,,Projektile,,,,,,,,,Projektils,,,,,,,,,Projektile,,,,,,,,,Projektil,,,,,,,,,Projektilen,,,,,,,,,Projektil,,,,,,,,,Projektile,,,,,,,,
Luftmatratze,Substantiv,1,f,Luftmatratze,,,,,,,,,Luftmatratzen,,,,,,,,,Luftmatratze,,,,,,,,,Luftmatratzen,,,,,,,,,Luftmatratze,,,,,,,,,Luftmatratzen,,,,,,,,,Luftmatratze,,,,,,,,,Luftmatratzen,,,,,,,,
Kartoffelkeller,Substantiv,1,m,Kartoffelkeller,,,,,,,,,Kartoffelkeller,,,,,,,,,Kartoffelkellers,,,,,,,,,Kartoffelkeller,,,,,,,,,Kartoffelkeller,,,,,,,,,Kartoffelkellern,,,,,,,,,Kartoffelkeller,,,,,,,,,Kartoffelkeller,,,,,,,,
Heuballen,Substantiv,1,m,Heuballen,,,,,,,,,Heuballen,,,,,,,,,Heuballens,,,,,,,,,Heuballen,,,,,,,,,Heuballen,,,,,,,,,Heuballen,,,,,,,,,Heuballen,,,,,,,,,Heuballen,,,,,,,,
Sägeblatt,Substantiv,1,n,Sägeblatt,,,,,,,,,Sägeblätter,,,,,,,,,Sägeblattes,Sägeblatts,,,,,,,,Sägeblätter,,,,,,,,,Sägeblatt,Sägeblatte,,,,,,,,Sägeblättern,,,,,,,,,Sägeblatt,,,,,,,,,Sägeblätter,,,,,,,,
Spielgerät,Substantiv,1,n,Spielgerät,,,,,,,,,Spielgeräte,,,,,,,,,Spielgerätes,Spielgeräts,,,,,,,,Spielgeräte,,,,,,,,,Spielgerät,Spielgeräte,,,,,,,,Spielgeräten,,,,,,,,,Spielgerät,,,,,,,,,Spielgeräte,,,,,,,,
Nebenhoden,Substantiv,1,m,Nebenhoden,,,,,,,,,Nebenhoden,,,,,,,,,Nebenhodens,,,,,,,,,Nebenhoden,,,,,,,,,Nebenhoden,,,,,,,,,Nebenhoden,,,,,,,,,Nebenhoden,,,,,,,,,Nebenhoden,,,,,,,,
Schmerbauch,Substantiv,1,m,Schmerbauch,,,,,,,,,Schmerbäuche,,,,,,,,,Schmerbauchs,Schmerbauches,,,,,,,,Schmerbäuche,,,,,,,,,Schmerbauch,Schmerbauche,,,,,,,,Schmerbäuchen,,,,,,,,,Schmerbauch,,,,,,,,,Schmerbäuche,,,,,,,,
Schneeglöckchen,Substantiv,,n,Schneeglöckchen,,,,,,,,,Schneeglöckchen,,,,,,,,,Schneeglöckchens,,,,,,,,,Schneeglöckchen,,,,,,,,,Schneeglöckchen,,,,,,,,,Schneeglöckchen,,,,,,,,,Schneeglöckchen,,,,,,,,,Schneeglöckchen,,,,,,,,
Kornkreis,Substantiv,1,m,Kornkreis,,,,,,,,,Kornkreise,,,,,,,,,Kornkreises,,,,,,,,,Kornkreise,,,,,,,,,Kornkreise,,,,,,,,,Kornkreisen,,,,,,,,,Kornkreis,,,,,,,,,Kornkreise,,,,,,,,
Rückenflosse,Substantiv,1,f,Rückenflosse,,,,,,,,,Rückenflossen,,,,,,,,,Rückenflosse,,,,,,,,,Rückenflossen,,,,,,,,,Rückenflosse,,,,,,,,,Rückenflossen,,,,,,,,,Rückenflosse,,,,,,,,,Rückenflossen,,,,,,,,
Strapazierhose,Substantiv,,f,Strapazierhose,,,,,,,,,Strapazierhosen,,,,,,,,,Strapazierhose,,,,,,,,,Strapazierhosen,,,,,,,,,Strapazierhose,,,,,,,,,Strapazierhosen,,,,,,,,,Strapazierhose,,,,,,,,,Strapazierhosen,,,,,,,,
Wortzwischenraum,Substantiv,1,m,Wortzwischenraum,,,,,,,,,Wortzwischenräume,,,,,,,,,Wortzwischenraums,Wortzwischenraumes,,,,,,,,Wortzwischenräume,,,,,,,,,Wortzwischenraum,,,,,,,,,Wortzwischenräumen,,,,,,,,,Wortzwischenraum,,,,,,,,,Wortzwischenräume,,,,,,,,
Rotkehlchen,Substantiv,1,n,Rotkehlchen,,,,,,,,,Rotkehlchen,,,,,,,,,Rotkehlchens,,,,,,,,,Rotkehlchen,,,,,,,,,Rotkehlchen,,,,,,,,,Rotkehlchen,,,,,,,,,Rotkehlchen,,,,,,,,,Rotkehlchen,,,,,,,,
Steckdose,Substantiv,1,f,Steckdose,,,,,,,,,Steckdosen,,,,,,,,,Steckdose,,,,,,,,,Steckdosen,,,,,,,,,Steckdose,,,,,,,,,Steckdosen,,,,,,,,,Steckdose,,,,,,,,,Steckdosen,,,,,,,,
Abendanzug,Substantiv,1,m,Abendanzug,,,,,,,,,Abendanzüge,,,,,,,,,Abendanzugs,Abendanzuges,,,,,,,,Abendanzüge,,,,,,,,,Abendanzug,Abendanzuge,,,,,,,,Abendanzügen,,,,,,,,,Abendanzug,,,,,,,,,Abendanzüge,,,,,,,,
Getränkedose,Substantiv,1,f,Getränkedose,,,,,,,,,Getränkedosen,,,,,,,,,Getränkedose,,,,,,,,,Getränkedosen,,,,,,,,,Getränkedose,,,,,,,,,Getränkedosen,,,,,,,,,Getränkedose,,,,,,,,,Getränkedosen,,,,,,,,
Futterfisch,Substantiv,1,m,Futterfisch,,,,,,,,,Futterfische,,,,,,,,,Futterfisches,Futterfischs,,,,,,,,Futterfische,,,,,,,,,Futterfisch,Futterfische,,,,,,,,Futterfischen,,,,,,,,,Futterfisch,,,,,,,,,Futterfische,,,,,,,,
Eiswürfel,Substantiv,1,m,Eiswürfel,,,,,,,,,Eiswürfel,,,,,,,,,Eiswürfels,,,,,,,,,Eiswürfel,,,,,,,,,Eiswürfel,,,,,,,,,Eiswürfeln,,,,,,,,,Eiswürfel,,,,,,,,,Eiswürfel,,,,,,,,
Butterbrot,Substantiv,,n,Butterbrot,,,,,,,,,Butterbrote,,,,,,,,,Butterbrots,Butterbrotes,,,,,,,,Butterbrote,,,,,,,,,Butterbrot,,,,,,,,,Butterbroten,,,,,,,,,Butterbrot,,,,,,,,,Butterbrote,,,,,,,,
Motorradmotor,Substantiv,1,m,Motorradmotor,,,,,,,,,Motorradmotoren,,,,,,,,,Motorradmotors,,,,,,,,,Motorradmotoren,,,,,,,,,Motorradmotor,,,,,,,,,Motorradmotoren,,,,,,,,,Motorradmotor,,,,,,,,,Motorradmotoren,,,,,,,,
Graureiher,Substantiv,,m,Graureiher,,,,,,,,,Graureiher,,,,,,,,,Graureihers,,,,,,,,,Graureiher,,,,,,,,,Graureiher,,,,,,,,,Graureihern,,,,,,,,,Graureiher,,,,,,,,,Graureiher,,,,,,,,
Aktenvernichter,Substantiv,,m,Aktenvernichter,,,,,,,,,Aktenvernichter,,,,,,,,,Aktenvernichters,,,,,,,,,Aktenvernichter,,,,,,,,,Aktenvernichter,,,,,,,,,Aktenvernichtern,,,,,,,,,Aktenvernichter,,,,,,,,,Aktenvernichter,,,,,,,,
Hartriegel,Substantiv,,m,Hartriegel,,,,,,,,,Hartriegel,,,,,,,,,Hartriegels,,,,,,,,,Hartriegel,,,,,,,,,Hartriegel,,,,,,,,,Hartriegeln,,,,,,,,,Hartriegel,,,,,,,,,Hartriegel,,,,,,,,
Spiegelschrank,Substantiv,1,m,Spiegelschrank,,,,,,,,,Spiegelschränke,,,,,,,,,Spiegelschrankes,Spiegelschranks,,,,,,,,Spiegelschränke,,,,,,,,,Spiegelschrank,Spiegelschranke,,,,,,,,Spiegelschränken,,,,,,,,,Spiegelschrank,,,,,,,,,Spiegelschränke,,,,,,,,
Storch,Substantiv,,m,Storch,,,,,,,,,Störche,,,,,,,,,Storchs,Storches,,,,,,,,Störche,,,,,,,,,Storch,,,,,,,,,Störchen,,,,,,,,,Storch,,,,,,,,,Störche,,,,,,,,
Spannbetttuch,Substantiv,1,n,Spannbetttuch,,,,,,,,,Spannbetttücher,,,,,,,,,Spannbetttuches,Spannbetttuchs,,,,,,,,Spannbetttücher,,,,,,,,,Spannbetttuch,,,,,,,,,Spannbetttüchern,,,,,,,,,Spannbetttuch,,,,,,,,,Spannbetttücher,,,,,,,,
Paddelboot,Substantiv,,n,Paddelboot,,,,,,,,,Paddelboote,,,,,,,,,Paddelboots,Paddelbootes,,,,,,,,Paddelboote,,,,,,,,,Paddelboot,Paddelboote,,,,,,,,Paddelbooten,,,,,,,,,Paddelboot,,,,,,,,,Paddelboote,,,,,,,,
Fußfessel,Substantiv,1,f,Fußfessel,,,,,,,,,Fußfesseln,,,,,,,,,Fußfessel,,,,,,,,,Fußfesseln,,,,,,,,,Fußfessel,,,,,,,,,Fußfesseln,,,,,,,,,Fußfessel,,,,,,,,,Fußfesseln,,,,,,,,
Mousepad,Substantiv,,n,Mousepad,,,,,,,,,Mousepads,,,,,,,,,Mousepads,,,,,,,,,Mousepads,,,,,,,,,Mousepad,,,,,,,,,Mousepads,,,,,,,,,Mousepad,,,,,,,,,Mousepads,,,,,,,,
Seidelbast,Substantiv,,m,Seidelbast,,,,,,,,,Seidelbaste,,,,,,,,,Seidelbasts,Seidelbastes,,,,,,,,Seidelbaste,,,,,,,,,Seidelbast,Seidelbaste,,,,,,,,Seidelbasten,,,,,,,,,Seidelbast,,,,,,,,,Seidelbaste,,,,,,,,
Zahnstummel,Substantiv,1,m,Zahnstummel,,,,,,,,,Zahnstummel,,,,,,,,,Zahnstummels,,,,,,,,,Zahnstummel,,,,,,,,,Zahnstummel,,,,,,,,,Zahnstummeln,,,,,,,,,Zahnstummel,,,,,,,,,Zahnstummel,,,,,,,,
Forschungsrakete,Substantiv,1,f,Forschungsrakete,,,,,,,,,Forschungsraketen,,,,,,,,,Forschungsrakete,,,,,,,,,Forschungsraketen,,,,,,,,,Forschungsrakete,,,,,,,,,Forschungsraketen,,,,,,,,,Forschungsrakete,,,,,,,,,Forschungsraketen,,,,,,,,
Beo,Substantiv,,m,Beo,,,,,,,,,Beos,,,,,,,,,Beos,,,,,,,,,Beos,,,,,,,,,Beo,,,,,,,,,Beos,,,,,,,,,Beo,,,,,,,,,Beos,,,,,,,,
Fichte,Substantiv,,f,Fichte,,,,,,,,,Fichten,,,,,,,,,Fichte,,,,,,,,,Fichten,,,,,,,,,Fichte,,,,,,,,,Fichten,,,,,,,,,Fichte,,,,,,,,,Fichten,,,,,,,,
Angel,Substantiv,,f,Angel,,,,,,,,,Angeln,,,,,,,,,Angel,,,,,,,,,Angeln,,,,,,,,,Angel,,,,,,,,,Angeln,,,,,,,,,Angel,,,,,,,,,Angeln,,,,,,,,
Gänserich,Substantiv,,m,Gänserich,,,,,,,,,Gänseriche,,,,,,,,,Gänserichs,,,,,,,,,Gänseriche,,,,,,,,,Gänserich,,,,,,,,,Gänserichen,,,,,,,,,Gänserich,,,,,,,,,Gänseriche,,,,,,,,
Harpsichord,Substantiv,,n,Harpsichord,,,,,,,,,Harpsichorde,,,,,,,,,Harpsichords,,,,,,,,,Harpsichorde,,,,,,,,,Harpsichord,,,,,,,,,Harpsichorden,,,,,,,,,Harpsichord,,,,,,,,,Harpsichorde,,,,,,,,
Obstkuchen,Substantiv,1,m,Obstkuchen,,,,,,,,,Obstkuchen,,,,,,,,,Obstkuchens,,,,,,,,,Obstkuchen,,,,,,,,,Obstkuchen,,,,,,,,,Obstkuchen,,,,,,,,,Obstkuchen,,,,,,,,,Obstkuchen,,,,,,,,
Handkoffer,Substantiv,1,m,Handkoffer,,,,,,,,,Handkoffer,,,,,,,,,Handkoffers,,,,,,,,,Handkoffer,,,,,,,,,Handkoffer,,,,,,,,,Handkoffern,,,,,,,,,Handkoffer,,,,,,,,,Handkoffer,,,,,,,,
Neoprenanzug,Substantiv,1,m,Neoprenanzug,,,,,,,,,Neoprenanzüge,,,,,,,,,Neoprenanzugs,,,,,,,,,Neoprenanzüge,,,,,,,,,Neoprenanzug,,,,,,,,,Neoprenanzügen,,,,,,,,,Neoprenanzug,,,,,,,,,Neoprenanzüge,,,,,,,,
Zirbelnuss,Substantiv,1,f,Zirbelnuss,,,,,,,,,Zirbelnüsse,,,,,,,,,Zirbelnuss,,,,,,,,,Zirbelnüsse,,,,,,,,,Zirbelnuss,,,,,,,,,Zirbelnüssen,,,,,,,,,Zirbelnuss,,,,,,,,,Zirbelnüsse,,,,,,,,
Gebärmutter,Substantiv,,f,Gebärmutter,,,,,,,,,Gebärmütter,,,,,,,,,Gebärmutter,,,,,,,,,Gebärmütter,,,,,,,,,Gebärmutter,,,,,,,,,Gebärmüttern,,,,,,,,,Gebärmutter,,,,,,,,,Gebärmütter,,,,,,,,
Nationalflagge,Substantiv,,f,Nationalflagge,,,,,,,,,Nationalflaggen,,,,,,,,,Nationalflagge,,,,,,,,,Nationalflaggen,,,,,,,,,Nationalflagge,,,,,,,,,Nationalflaggen,,,,,,,,,Nationalflagge,,,,,,,,,Nationalflaggen,,,,,,,,
Eselchen,Substantiv,,n,Eselchen,,,,,,,,,Eselchen,,,,,,,,,Eselchens,,,,,,,,,Eselchen,,,,,,,,,Eselchen,,,,,,,,,Eselchen,,,,,,,,,Eselchen,,,,,,,,,Eselchen,,,,,,,,
Giftschlange,Substantiv,1,f,Giftschlange,,,,,,,,,Giftschlangen,,,,,,,,,Giftschlange,,,,,,,,,Giftschlangen,,,,,,,,,Giftschlange,,,,,,,,,Giftschlangen,,,,,,,,,Giftschlange,,,,,,,,,Giftschlangen,,,,,,,,
Seepferd,Substantiv,1,n,Seepferd,,,,,,,,,Seepferde,,,,,,,,,Seepferds,,,,,,,,,Seepferde,,,,,,,,,Seepferd,,,,,,,,,Seepferden,,,,,,,,,Seepferd,,,,,,,,,Seepferde,,,,,,,,
Marmorkuchen,Substantiv,1,m,Marmorkuchen,,,,,,,,,Marmorkuchen,,,,,,,,,Marmorkuchens,,,,,,,,,Marmorkuchen,,,,,,,,,Marmorkuchen,,,,,,,,,Marmorkuchen,,,,,,,,,Marmorkuchen,,,,,,,,,Marmorkuchen,,,,,,,,
Nebelkrähe,Substantiv,,f,Nebelkrähe,,,,,,,,,Nebelkrähen,,,,,,,,,Nebelkrähe,,,,,,,,,Nebelkrähen,,,,,,,,,Nebelkrähe,,,,,,,,,Nebelkrähen,,,,,,,,,Nebelkrähe,,,,,,,,,Nebelkrähen,,,,,,,,
Regenbogentrikot,Substantiv,,n,Regenbogentrikot,,,,,,,,,Regenbogentrikots,,,,,,,,,Regenbogentrikots,,,,,,,,,Regenbogentrikots,,,,,,,,,Regenbogentrikot,,,,,,,,,Regenbogentrikots,,,,,,,,,Regenbogentrikot,,,,,,,,,Regenbogentrikots,,,,,,,,
Rübe,Substantiv,,f,Rübe,,,,,,,,,Rüben,,,,,,,,,Rübe,,,,,,,,,Rüben,,,,,,,,,Rübe,,,,,,,,,Rüben,,,,,,,,,Rübe,,,,,,,,,Rüben,,,,,,,,
Zimtstern,Substantiv,1,m,Zimtstern,,,,,,,,,Zimtsterne,,,,,,,,,Zimtsternes,Zimtsterns,,,,,,,,Zimtsterne,,,,,,,,,Zimtstern,Zimtsterne,,,,,,,,Zimtsternen,,,,,,,,,Zimtstern,,,,,,,,,Zimtsterne,,,,,,,,
Schreibtischstuhl,Substantiv,1,m,Schreibtischstuhl,,,,,,,,,Schreibtischstühle,,,,,,,,,Schreibtischstuhles,Schreibtischstuhls,,,,,,,,Schreibtischstühle,,,,,,,,,Schreibtischstuhl,Schreibtischstuhle,,,,,,,,Schreibtischstühlen,,,,,,,,,Schreibtischstuhl,,,,,,,,,Schreibtischstühle,,,,,,,,
Adventskranz,Substantiv,,m,Adventskranz,,,,,,,,,Adventskränze,,,,,,,,,Adventskranzes,,,,,,,,,Adventskränze,,,,,,,,,Adventskranz,Adventskranze,,,,,,,,Adventskränzen,,,,,,,,,Adventskranz,,,,,,,,,Adventskränze,,,,,,,,
Gewindebohrer,Substantiv,1,m,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrers,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrern,,,,,,,,,Gewindebohrer,,,,,,,,,Gewindebohrer,,,,,,,,
Tretrad,Substantiv,,n,Tretrad,,,,,,,,,Treträder,,,,,,,,,Tretrades,Tretrads,,,,,,,,Treträder,,,,,,,,,Tretrad,Tretrade,,,,,,,,Treträdern,,,,,,,,,Tretrad,,,,,,,,,Treträder,,,,,,,,
Brotschneidemaschine,Substantiv,,f,Brotschneidemaschine,,,,,,,,,Brotschneidemaschinen,,,,,,,,,Brotschneidemaschine,,,,,,,,,Brotschneidemaschinen,,,,,,,,,Brotschneidemaschine,,,,,,,,,Brotschneidemaschinen,,,,,,,,,Brotschneidemaschine,,,,,,,,,Brotschneidemaschinen,,,,,,,,
Netzwerkkarte,Substantiv,1,f,Netzwerkkarte,,,,,,,,,Netzwerkkarten,,,,,,,,,Netzwerkkarte,,,,,,,,,Netzwerkkarten,,,,,,,,,Netzwerkkarte,,,,,,,,,Netzwerkkarten,,,,,,,,,Netzwerkkarte,,,,,,,,,Netzwerkkarten,,,,,,,,
Madenschraube,Substantiv,,f,Madenschraube,,,,,,,,,Madenschrauben,,,,,,,,,Madenschraube,,,,,,,,,Madenschrauben,,,,,,,,,Madenschraube,,,,,,,,,Madenschrauben,,,,,,,,,Madenschraube,,,,,,,,,Madenschrauben,,,,,,,,
Schlafmittel,Substantiv,1,n,Schlafmittel,,,,,,,,,Schlafmittel,,,,,,,,,Schlafmittels,,,,,,,,,Schlafmittel,,,,,,,,,Schlafmittel,,,,,,,,,Schlafmitteln,,,,,,,,,Schlafmittel,,,,,,,,,Schlafmittel,,,,,,,,
Quellwolke,Substantiv,,f,Quellwolke,,,,,,,,,Quellwolken,,,,,,,,,Quellwolke,,,,,,,,,Quellwolken,,,,,,,,,Quellwolke,,,,,,,,,Quellwolken,,,,,,,,,Quellwolke,,,,,,,,,Quellwolken,,,,,,,,
Zwanzigfrankenschein,Substantiv,,m,Zwanzigfrankenschein,,,,,,,,,Zwanzigfrankenscheine,,,,,,,,,Zwanzigfrankenscheines,Zwanzigfrankenscheins,,,,,,,,Zwanzigfrankenscheine,,,,,,,,,Zwanzigfrankenschein,Zwanzigfrankenscheine,,,,,,,,Zwanzigfrankenscheinen,,,,,,,,,Zwanzigfrankenschein,,,,,,,,,Zwanzigfrankenscheine,,,,,,,,
Luchs,Substantiv,,m,Luchs,,,,,,,,,Luchse,,,,,,,,,Luchses,,,,,,,,,Luchse,,,,,,,,,Luchs,Luchse,,,,,,,,Luchsen,,,,,,,,,Luchs,,,,,,,,,Luchse,,,,,,,,
Scheißhaus,Substantiv,1,n,Scheißhaus,,,,,,,,,Scheißhäuser,,,,,,,,,Scheißhauses,,,,,,,,,Scheißhäuser,,,,,,,,,Scheißhaus,Scheißhause,,,,,,,,Scheißhäusern,,,,,,,,,Scheißhaus,,,,,,,,,Scheißhäuser,,,,,,,,
Amberbaum,Substantiv,,m,Amberbaum,,,,,,,,,Amberbäume,,,,,,,,,Amberbaums,Amberbaumes,,,,,,,,Amberbäume,,,,,,,,,Amberbaum,,,,,,,,,Amberbäumen,,,,,,,,,Amberbaum,,,,,,,,,Amberbäume,,,,,,,,
Grapefruit,Substantiv,,f,Grapefruit,,,,,,,,,Grapefruits,,,,,,,,,Grapefruit,,,,,,,,,Grapefruits,,,,,,,,,Grapefruit,,,,,,,,,Grapefruits,,,,,,,,,Grapefruit,,,,,,,,,Grapefruits,,,,,,,,
Bootssteg,Substantiv,1,m,Bootssteg,,,,,,,,,Bootsstege,,,,,,,,,Bootssteges,Bootsstegs,,,,,,,,Bootsstege,,,,,,,,,Bootssteg,Bootsstege,,,,,,,,Bootsstegen,,,,,,,,,Bootssteg,,,,,,,,,Bootsstege,,,,,,,,
Egge,Substantiv,,f,Egge,,,,,,,,,Eggen,,,,,,,,,Egge,,,,,,,,,Eggen,,,,,,,,,Egge,,,,,,,,,Eggen,,,,,,,,,Egge,,,,,,,,,Eggen,,,,,,,,
500-Euro-Schein,Substantiv,,m,500-Euro-Schein,,,,,,,,,500-Euro-Scheine,,,,,,,,,500-Euro-Scheines,500-Euro-Scheins,,,,,,,,500-Euro-Scheine,,,,,,,,,500-Euro-Schein,500-Euro-Scheine,,,,,,,,500-Euro-Scheinen,,,,,,,,,500-Euro-Schein,,,,,,,,,500-Euro-Scheine,,,,,,,,
Sakramentskapelle,Substantiv,,f,Sakramentskapelle,,,,,,,,,Sakramentskapellen,,,,,,,,,Sakramentskapelle,,,,,,,,,Sakramentskapellen,,,,,,,,,Sakramentskapelle,,,,,,,,,Sakramentskapellen,,,,,,,,,Sakramentskapelle,,,,,,,,,Sakramentskapellen,,,,,,,,
Geschirr-Reiniger,Substantiv,,m,Geschirr-Reiniger,,,,,,,,,Geschirr-Reiniger,,,,,,,,,Geschirr-Reinigers,,,,,,,,,Geschirr-Reiniger,,,,,,,,,Geschirr-Reiniger,,,,,,,,,Geschirr-Reinigern,,,,,,,,,Geschirr-Reiniger,,,,,,,,,Geschirr-Reiniger,,,,,,,,
Möwe,Substantiv,,f,Möwe,,,,,,,,,Möwen,,,,,,,,,Möwe,,,,,,,,,Möwen,,,,,,,,,Möwe,,,,,,,,,Möwen,,,,,,,,,Möwe,,,,,,,,,Möwen,,,,,,,,
Blunzen,Substantiv,,f,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,,Blunzen,,,,,,,,
Kreiskolbenmotor,Substantiv,1,m,Kreiskolbenmotor,,,,,,,,,,,Kreiskolbenmotoren,,,,,,,Kreiskolbenmotors,,,,,,,,,,,Kreiskolbenmotoren,,,,,,,Kreiskolbenmotor,,,,,,,,,,,Kreiskolbenmotoren,,,,,,,Kreiskolbenmotor,,,,,,,,,,,Kreiskolbenmotoren,,,,,,
Münzfernsprecher,Substantiv,,m,Münzfernsprecher,,,,,,,,,Münzfernsprecher,,,,,,,,,Münzfernsprechers,,,,,,,,,Münzfernsprecher,,,,,,,,,Münzfernsprecher,,,,,,,,,Münzfernsprechern,,,,,,,,,Münzfernsprecher,,,,,,,,,Münzfernsprecher,,,,,,,,
Turm,Substantiv,,m,Turm,,,,,,,,,Türme,,,,,,,,,Turmes,Turms,,,,,,,,Türme,,,,,,,,,Turm,Turme,,,,,,,,Türmen,,,,,,,,,Turm,,,,,,,,,Türme,,,,,,,,
Humpen,Substantiv,,m,Humpen,,,,,,,,,Humpen,,,,,,,,,Humpens,,,,,,,,,Humpen,,,,,,,,,Humpen,,,,,,,,,Humpen,,,,,,,,,Humpen,,,,,,,,,Humpen,,,,,,,,
Wolfsfell,Substantiv,1,n,Wolfsfell,,,,,,,,,Wolfsfelle,,,,,,,,,Wolfsfelles,Wolfsfells,,,,,,,,Wolfsfelle,,,,,,,,,Wolfsfell,Wolfsfelle,,,,,,,,Wolfsfellen,,,,,,,,,Wolfsfell,,,,,,,,,Wolfsfelle,,,,,,,,
Buch,Substantiv,,n,Buch,,,,,,,,,Bücher,,,,,,,,,Buchs,Buches,,,,,,,,Bücher,,,,,,,,,Buch,Buche,,,,,,,,Büchern,,,,,,,,,Buch,,,,,,,,,Bücher,,,,,,,,
Buxe,Substantiv,,f,Buxe,,,,,,,,,Buxen,,,,,,,,,Buxe,,,,,,,,,Buxen,,,,,,,,,Buxe,,,,,,,,,Buxen,,,,,,,,,Buxe,,,,,,,,,Buxen,,,,,,,,
Ölleitung,Substantiv,1,f,Ölleitung,,,,,,,,,Ölleitungen,,,,,,,,,Ölleitung,,,,,,,,,Ölleitungen,,,,,,,,,Ölleitung,,,,,,,,,Ölleitungen,,,,,,,,,Ölleitung,,,,,,,,,Ölleitungen,,,,,,,,
Kompostanlage,Substantiv,1,f,Kompostanlage,,,,,,,,,Kompostanlagen,,,,,,,,,Kompostanlage,,,,,,,,,Kompostanlagen,,,,,,,,,Kompostanlage,,,,,,,,,Kompostanlagen,,,,,,,,,Kompostanlage,,,,,,,,,Kompostanlagen,,,,,,,,
Baumwollstoff,Substantiv,1,m,Baumwollstoff,,,,,,,,,Baumwollstoffe,,,,,,,,,Baumwollstoffes,Baumwollstoffs,,,,,,,,Baumwollstoffe,,,,,,,,,Baumwollstoff,Baumwollstoffe,,,,,,,,Baumwollstoffen,,,,,,,,,Baumwollstoff,,,,,,,,,Baumwollstoffe,,,,,,,,
Rad,Substantiv,,n,Rad,,,,,,,,,Rad,,,,,,,,,Rad,Rads,,,,,,,,Rad,,,,,,,,,Rad,,,,,,,,,Rad,,,,,,,,,Rad,,,,,,,,,Rad,,,,,,,,
Schraubendreher,Substantiv,,m,Schraubendreher,,,,,,,,,Schraubendreher,,,,,,,,,Schraubendrehers,,,,,,,,,Schraubendreher,,,,,,,,,Schraubendreher,,,,,,,,,Schraubendrehern,,,,,,,,,Schraubendreher,,,,,,,,,Schraubendreher,,,,,,,,
Gemüsebeet,Substantiv,,n,Gemüsebeet,,,,,,,,,Gemüsebeete,,,,,,,,,Gemüsebeetes,Gemüsebeets,,,,,,,,Gemüsebeete,,,,,,,,,Gemüsebeet,Gemüsebeete,,,,,,,,Gemüsebeeten,,,,,,,,,Gemüsebeet,,,,,,,,,Gemüsebeete,,,,,,,,
